satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,id_employe,age,genre,revenu_mensuel,statut_marital,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
3,3,3,4,3,3,Oui,1394,37,M,2996,Marié(e),Assistant de Direction,7,6,0,0,2,4,1,Infra & Cloud,Occasionnel,1
2,3,4,1,4,3,Non,1395,33,M,9998,Marié(e),Cadre Commercial,6,5,0,0,2,5,1,Infra & Cloud,Frequent,1
3,3,2,1,2,3,Oui,1396,32,M,4078,Marié(e),Cadre Commercial,0,3,0,3,3,2,1,Marketing,Occasionnel,1
3,3,3,2,3,4,Non,1397,39,M,10920,Marié(e),Manager,3,6,0,1,2,25,2,Infra & Cloud,Aucun,0
1,4,3,2,2,3,Non,1399,25,M,6232,Marié(e),Cadre Commercial,2,3,0,0,3,18,1,Infra & Cloud,Occasionnel,1
4,4,3,2,2,3,Oui,1401,52,F,13247,Marié(e),Tech Lead,2,5,0,1,3,28,2,Transformation Digitale,Frequent,0
1,2,3,1,1,3,Oui,1402,43,F,4081,Célibataire,Assistant de Direction,1,20,0,0,3,6,3,Transformation Digitale,Occasionnel,1
4,2,4,4,3,3,Oui,1403,27,F,5769,Marié(e),Cadre Commercial,1,6,0,0,3,10,3,Marketing,Occasionnel,4
4,3,3,4,3,3,Oui,1405,27,F,2394,Célibataire,Assistant de Direction,1,8,1,0,2,17,4,Infra & Cloud,Occasionnel,7
1,2,4,4,3,3,Non,1407,26,M,3904,Célibataire,Assistant de Direction,0,4,0,0,2,2,1,Transformation Digitale,Occasionnel,1
3,3,1,3,3,3,Non,1408,42,F,16799,Marié(e),Senior Manager,0,20,0,1,5,10,3,Ressources Humaines,Occasionnel,0
3,3,1,3,1,3,Non,1409,52,F,2950,Marié(e),Consultant,9,5,0,0,2,8,4,Autre,Occasionnel,0
1,3,3,1,3,3,Non,1411,37,F,3629,Célibataire,Consultant,4,3,0,0,6,11,3,Transformation Digitale,Occasionnel,0
3,3,4,3,3,3,Non,1412,35,M,9362,Célibataire,Tech Lead,2,2,0,0,2,18,2,Infra & Cloud,Frequent,2
1,3,4,2,2,3,Non,1415,25,M,3229,Marié(e),Consultant,4,3,0,1,2,1,3,Entrepreunariat,Occasionnel,0
3,4,1,4,3,3,Non,1417,26,M,3578,Célibataire,Consultant,0,7,0,0,2,7,3,Autre,Occasionnel,0
2,2,1,1,2,3,Non,1419,29,M,7988,Célibataire,Ressources Humaines,1,10,0,0,3,17,3,Autre,Occasionnel,0
1,2,1,1,3,4,Non,1420,49,M,4284,Célibataire,Consultant,3,4,1,0,2,28,2,Infra & Cloud,Frequent,1
3,3,4,1,3,3,Oui,1421,29,F,7553,Célibataire,Manager,0,8,1,0,1,14,1,Autre,Frequent,7
4,3,4,4,2,3,Non,1422,54,F,17328,Célibataire,Directeur Technique,6,20,0,0,3,1,3,Transformation Digitale,Occasionnel,12
4,3,1,3,3,4,Oui,1423,58,F,19701,Marié(e),Directeur Technique,3,9,0,1,3,1,3,Transformation Digitale,Occasionnel,1
2,4,4,4,4,3,Non,1424,55,M,14732,Divorcé(e),Directeur Technique,2,7,0,2,4,1,4,Transformation Digitale,Occasionnel,0
1,3,2,4,3,3,Oui,1425,36,F,9278,Célibataire,Cadre Commercial,3,5,0,0,3,3,4,Marketing,Occasionnel,0
2,1,3,2,3,3,Non,1427,31,F,1359,Célibataire,Représentant Commercial,1,1,1,0,3,1,4,Infra & Cloud,Frequent,0
4,3,1,2,3,3,Non,1428,30,F,4779,Divorcé(e),Cadre Commercial,7,3,0,2,3,7,4,Marketing,Occasionnel,0
1,3,2,3,4,3,Non,1430,31,F,16422,Célibataire,Directeur Technique,3,3,0,0,3,8,5,Infra & Cloud,Occasionnel,1
4,3,1,3,3,3,Non,1431,34,M,2996,Divorcé(e),Assistant de Direction,5,4,0,2,2,1,4,Autre,Frequent,1
1,2,2,3,4,3,Non,1433,31,F,1261,Célibataire,Assistant de Direction,1,1,1,0,3,8,3,Infra & Cloud,Occasionnel,0
2,3,1,2,4,3,Non,1434,27,M,2099,Marié(e),Consultant,0,5,0,0,3,11,1,Infra & Cloud,Occasionnel,1
1,2,4,3,2,3,Non,1435,36,M,5810,Célibataire,Consultant,1,10,0,0,2,4,4,Infra & Cloud,Occasionnel,1
3,2,1,1,2,3,Non,1436,36,F,5647,Marié(e),Cadre Commercial,4,3,0,2,3,16,4,Marketing,Occasionnel,0
1,3,4,3,2,3,Non,1438,47,M,3420,Marié(e),Assistant de Direction,7,6,0,1,2,1,3,Entrepreunariat,Occasionnel,1
1,2,1,1,3,3,Non,1439,25,M,4400,Marié(e),Représentant Commercial,3,3,1,0,2,9,2,Infra & Cloud,Occasionnel,2
3,4,3,1,1,3,Non,1440,37,M,3500,Célibataire,Consultant,0,6,0,0,2,5,2,Entrepreunariat,Aucun,1
1,3,1,4,4,4,Non,1441,56,F,2066,Marié(e),Assistant de Direction,2,3,0,1,3,1,2,Infra & Cloud,Occasionnel,1
1,3,3,2,4,3,Non,1443,47,F,17169,Marié(e),Directeur Technique,3,20,0,2,2,2,4,Transformation Digitale,Occasionnel,5
4,3,3,3,3,3,Oui,1445,24,F,4162,Marié(e),Cadre Commercial,1,5,0,2,3,4,1,Transformation Digitale,Occasionnel,0
4,3,4,3,2,3,Non,1446,32,M,9204,Marié(e),Cadre Commercial,4,4,0,1,3,7,5,Marketing,Occasionnel,0
4,2,2,1,2,3,Non,1447,34,F,3294,Marié(e),Consultant,5,5,0,1,2,1,3,Infra & Cloud,Occasionnel,0
2,4,3,1,2,3,Oui,1448,41,M,2127,Marié(e),Assistant de Direction,2,4,0,0,5,5,5,Transformation Digitale,Occasionnel,0
3,3,3,3,4,3,Non,1449,40,M,3975,Divorcé(e),Consultant,3,8,0,2,2,9,4,Autre,Aucun,0
1,3,4,1,3,3,Non,1453,31,M,10793,Divorcé(e),Cadre Commercial,1,13,0,1,5,8,2,Infra & Cloud,Occasionnel,9
1,3,4,1,4,3,Non,1457,46,M,10096,Divorcé(e),Cadre Commercial,4,7,1,1,1,9,3,Marketing,Occasionnel,4
1,2,1,2,4,4,Oui,1458,39,F,3646,Célibataire,Consultant,2,1,1,0,2,2,3,Infra & Cloud,Aucun,0
3,4,2,1,3,3,Non,1459,31,F,7446,Célibataire,Tech Lead,1,10,1,0,2,1,5,Infra & Cloud,Frequent,4
2,1,1,2,3,3,Oui,1460,45,M,10851,Divorcé(e),Manager,2,7,0,1,2,20,3,Transformation Digitale,Occasionnel,0
4,4,2,4,3,3,Non,1461,31,F,2109,Célibataire,Ressources Humaines,9,3,0,0,3,8,2,Transformation Digitale,Occasionnel,0
2,3,4,3,1,3,Oui,1464,31,M,3722,Marié(e),Consultant,6,2,1,1,2,2,3,Infra & Cloud,Frequent,2
2,3,4,4,4,3,Oui,1465,45,M,9380,Marié(e),Tech Lead,4,3,0,2,4,29,3,Entrepreunariat,Occasionnel,1
3,3,1,1,3,3,Non,1466,48,M,5486,Divorcé(e),Cadre Commercial,4,2,0,3,3,7,3,Marketing,Occasionnel,2
1,3,3,4,3,3,Non,1467,34,F,2742,Marié(e),Ressources Humaines,1,2,1,0,0,9,4,Entrepreunariat,Occasionnel,2
4,2,2,3,3,3,Non,1468,40,M,13757,Divorcé(e),Directeur Technique,2,9,0,1,5,8,1,Transformation Digitale,Aucun,4
4,3,1,4,3,3,Non,1469,28,M,8463,Célibataire,Cadre Commercial,0,5,0,0,4,5,3,Transformation Digitale,Occasionnel,1
3,2,3,4,3,3,Non,1471,44,M,3162,Célibataire,Consultant,3,5,0,0,5,5,3,Infra & Cloud,Aucun,0
4,4,2,2,2,3,Non,1472,53,M,16598,Célibataire,Directeur Technique,4,9,0,0,2,2,3,Transformation Digitale,Occasionnel,8
1,3,3,2,2,3,Non,1473,49,M,6651,Marié(e),Manager,2,3,0,1,0,5,4,Entrepreunariat,Occasionnel,1
3,3,3,3,4,3,Non,1474,40,M,2345,Divorcé(e),Assistant de Direction,2,3,0,1,3,2,3,Transformation Digitale,Occasionnel,1
4,3,2,3,2,3,Non,1475,44,M,3420,Célibataire,Assistant de Direction,1,5,0,0,3,20,3,Infra & Cloud,Occasionnel,1
4,3,1,1,3,3,Non,1477,33,M,4373,Marié(e),Cadre Commercial,0,4,0,2,2,7,3,Transformation Digitale,Frequent,0
4,1,1,4,3,3,Non,1478,34,M,4759,Célibataire,Cadre Commercial,3,13,0,0,2,3,3,Autre,Occasionnel,3
4,3,3,3,2,3,Non,1479,30,M,5301,Marié(e),Cadre Commercial,8,2,0,2,2,16,1,Infra & Cloud,Occasionnel,2
1,3,4,3,3,3,Non,1480,42,F,3673,Célibataire,Consultant,1,12,0,0,3,9,2,Transformation Digitale,Frequent,5
1,3,3,3,2,3,Non,1481,44,F,4768,Marié(e),Cadre Commercial,7,1,0,1,4,1,5,Marketing,Frequent,0
3,3,3,2,2,3,Non,1482,30,M,1274,Divorcé(e),Assistant de Direction,1,1,0,2,2,7,3,Entrepreunariat,Aucun,0
2,4,3,1,2,4,Non,1483,57,M,4900,Marié(e),Assistant de Direction,0,12,0,1,2,1,2,Infra & Cloud,Occasionnel,2
3,3,2,2,3,3,Non,1484,49,M,10466,Divorcé(e),Manager,3,8,0,2,3,7,4,Infra & Cloud,Occasionnel,0
2,3,1,4,2,3,Non,1485,34,M,17007,Divorcé(e),Directeur Technique,7,14,0,2,3,15,3,Transformation Digitale,Frequent,6
1,3,3,4,4,3,Non,1486,28,M,2909,Marié(e),Représentant Commercial,3,3,1,1,3,1,3,Entrepreunariat,Frequent,1
1,3,2,1,1,3,Non,1487,29,F,5765,Célibataire,Cadre Commercial,5,5,1,0,4,13,3,Entrepreunariat,Frequent,0
1,2,2,3,4,4,Oui,1489,34,F,4599,Célibataire,Cadre Commercial,0,15,1,0,2,24,4,Transformation Digitale,Occasionnel,10
4,3,3,1,3,3,Non,1492,35,M,2404,Marié(e),Représentant Commercial,1,1,0,1,3,7,1,Infra & Cloud,Occasionnel,0
2,3,1,3,2,3,Oui,1494,24,M,3172,Célibataire,Consultant,2,0,1,0,2,9,3,Transformation Digitale,Frequent,0
4,3,2,3,3,3,Non,1495,24,F,2033,Marié(e),Représentant Commercial,1,1,0,1,2,13,2,Infra & Cloud,Aucun,0
2,3,3,2,2,3,Oui,1496,44,M,10209,Célibataire,Tech Lead,5,2,0,0,2,2,1,Transformation Digitale,Frequent,2
3,2,3,3,3,3,Non,1497,29,M,8620,Divorcé(e),Cadre Commercial,1,10,0,2,3,19,3,Infra & Cloud,Occasionnel,0
3,3,3,1,4,4,Non,1499,30,M,2064,Divorcé(e),Ressources Humaines,0,5,0,1,3,1,3,Infra & Cloud,Occasionnel,1
4,3,3,2,3,3,Oui,1501,55,M,4035,Marié(e),Manager,0,3,0,0,2,4,4,Infra & Cloud,Occasionnel,1
1,2,2,4,3,3,Non,1502,33,F,3838,Marié(e),Consultant,8,5,0,0,5,4,4,Transformation Digitale,Occasionnel,0
3,3,3,3,2,3,Oui,1503,47,F,4591,Marié(e),Cadre Commercial,3,5,0,1,4,14,3,Transformation Digitale,Occasionnel,1
3,2,1,3,2,3,Non,1504,28,M,2561,Célibataire,Consultant,7,0,1,0,2,2,2,Transformation Digitale,Frequent,0
1,2,3,4,1,3,Non,1506,28,M,1563,Divorcé(e),Assistant de Direction,1,1,0,1,2,1,3,Infra & Cloud,Occasionnel,0
3,3,1,4,3,3,Non,1507,28,M,4898,Célibataire,Cadre Commercial,0,4,0,0,5,7,3,Infra & Cloud,Frequent,1
3,2,1,1,3,4,Non,1509,49,F,4789,Marié(e),Consultant,4,3,0,1,3,3,2,Transformation Digitale,Occasionnel,1
4,3,2,3,3,3,Non,1513,29,F,3180,Marié(e),Consultant,0,3,0,3,3,2,1,Infra & Cloud,Frequent,0
3,1,2,2,2,3,Non,1514,28,M,6549,Marié(e),Tech Lead,1,8,0,2,2,29,1,Infra & Cloud,Occasionnel,1
4,3,3,1,3,3,Oui,1515,33,M,6388,Célibataire,Manager,2,0,0,0,6,8,5,Infra & Cloud,Occasionnel,0
3,3,4,2,4,4,Non,1516,32,M,11244,Célibataire,Senior Manager,2,5,0,0,5,10,3,Transformation Digitale,Occasionnel,0
2,3,4,1,3,4,Non,1520,54,F,16032,Divorcé(e),Senior Manager,3,14,0,1,2,11,4,Transformation Digitale,Frequent,1
1,2,1,3,1,3,Non,1522,29,M,2362,Célibataire,Assistant de Direction,6,9,1,0,2,1,4,Entrepreunariat,Occasionnel,0
4,3,1,3,4,3,Non,1523,44,M,16328,Marié(e),Directeur Technique,3,20,0,1,1,28,3,Infra & Cloud,Occasionnel,14
2,3,2,4,3,3,Non,1525,39,F,8376,Célibataire,Tech Lead,4,2,0,0,3,6,3,Infra & Cloud,Occasionnel,2
3,3,2,4,4,3,Non,1527,46,F,16606,Marié(e),Senior Manager,8,13,0,1,2,3,3,Infra & Cloud,Occasionnel,5
4,2,2,4,1,3,Non,1529,35,F,8606,Célibataire,Manager,1,11,0,0,3,16,3,Infra & Cloud,Occasionnel,3
1,3,3,2,3,3,Non,1533,23,M,2272,Célibataire,Consultant,0,4,0,0,2,20,1,Infra & Cloud,Occasionnel,1
4,3,1,2,1,3,Non,1534,40,M,2018,Célibataire,Consultant,3,5,1,0,3,9,4,Infra & Cloud,Occasionnel,1
4,2,3,4,3,3,Oui,1535,34,M,7083,Marié(e),Cadre Commercial,1,10,0,0,3,1,3,Entrepreunariat,Occasionnel,8
4,3,3,1,1,3,Non,1537,31,F,4084,Célibataire,Assistant de Direction,1,7,1,0,2,3,3,Infra & Cloud,Frequent,7
3,1,4,4,3,3,Oui,1539,50,M,14411,Célibataire,Directeur Technique,1,32,0,0,2,22,5,Transformation Digitale,Frequent,13
2,3,3,2,3,4,Oui,1541,34,M,2308,Marié(e),Représentant Commercial,0,11,0,1,4,7,2,Entrepreunariat,Occasionnel,5
3,2,2,2,3,3,Non,1542,42,M,4841,Marié(e),Consultant,4,1,0,1,3,2,3,Transformation Digitale,Occasionnel,0
1,3,4,1,3,3,Non,1543,37,M,4285,Marié(e),Assistant de Direction,1,10,0,0,2,13,3,Transformation Digitale,Occasionnel,3
3,1,1,3,3,3,Non,1544,29,F,9715,Marié(e),Manager,3,7,0,1,3,8,1,Autre,Occasionnel,0
4,2,2,4,3,3,Non,1545,33,M,4320,Célibataire,Tech Lead,1,5,0,0,2,25,3,Infra & Cloud,Occasionnel,0
4,3,4,4,3,4,Non,1546,45,M,2132,Marié(e),Assistant de Direction,4,5,0,1,3,28,3,Entrepreunariat,Occasionnel,0
4,3,4,3,1,3,Oui,1547,42,M,10124,Marié(e),Manager,2,20,0,1,3,2,3,Infra & Cloud,Frequent,13
1,3,1,4,4,3,Non,1548,40,M,5473,Marié(e),Cadre Commercial,0,8,0,0,5,9,2,Transformation Digitale,Occasionnel,7
2,3,3,2,3,3,Oui,1549,33,M,5207,Marié(e),Consultant,1,15,0,1,3,28,4,Infra & Cloud,Occasionnel,5
3,3,4,4,3,4,Oui,1550,40,M,16437,Célibataire,Senior Manager,1,21,0,0,2,6,2,Transformation Digitale,Occasionnel,7
3,2,1,2,3,3,Non,1551,24,M,2296,Divorcé(e),Consultant,0,1,0,3,3,21,2,Entrepreunariat,Occasionnel,0
4,3,4,3,3,3,Oui,1552,40,M,4069,Divorcé(e),Manager,3,2,0,0,2,8,2,Infra & Cloud,Aucun,2
1,3,2,1,3,3,Non,1553,45,M,7441,Divorcé(e),Manager,1,10,0,3,4,1,4,Entrepreunariat,Occasionnel,7
2,2,3,1,3,4,Non,1554,35,F,2430,Marié(e),Représentant Commercial,0,5,0,2,5,28,4,Infra & Cloud,Occasionnel,4
4,2,2,1,3,3,Non,1555,32,F,5878,Marié(e),Assistant de Direction,3,7,0,1,2,5,2,Infra & Cloud,Occasionnel,2
3,3,4,4,2,4,Oui,1556,36,M,2644,Célibataire,Représentant Commercial,3,3,0,0,3,2,4,Infra & Cloud,Occasionnel,1
3,3,3,3,3,3,Non,1557,48,F,6439,Divorcé(e),Cadre Commercial,8,8,0,1,2,16,4,Infra & Cloud,Occasionnel,7
3,4,3,1,2,3,Non,1558,29,M,2451,Marié(e),Assistant de Direction,6,1,0,2,2,9,3,Infra & Cloud,Occasionnel,0
1,3,1,4,1,3,Non,1560,33,M,6392,Marié(e),Cadre Commercial,2,2,0,1,6,8,4,Infra & Cloud,Occasionnel,2
2,2,1,4,3,3,Non,1562,30,M,9714,Marié(e),Cadre Commercial,1,10,1,1,4,1,3,Infra & Cloud,Occasionnel,6
3,3,3,3,3,3,Non,1563,38,M,6077,Marié(e),Ressources Humaines,3,6,0,0,2,10,4,Ressources Humaines,Frequent,1
4,2,1,2,3,3,Non,1564,35,M,2450,Célibataire,Consultant,1,3,0,0,3,1,3,Transformation Digitale,Occasionnel,1
3,3,2,2,3,3,Non,1568,30,M,9250,Marié(e),Cadre Commercial,3,4,0,1,3,29,4,Entrepreunariat,Occasionnel,1
1,3,1,4,3,3,Oui,1569,35,F,2074,Divorcé(e),Consultant,1,1,1,1,2,2,3,Infra & Cloud,Occasionnel,0
3,2,4,2,3,3,Non,1572,53,F,10169,Marié(e),Tech Lead,0,33,1,1,4,2,5,Entrepreunariat,Occasionnel,1
3,3,2,1,3,3,Non,1573,38,M,4855,Marié(e),Tech Lead,4,5,1,2,2,2,3,Transformation Digitale,Occasionnel,1
4,3,1,2,2,3,Non,1574,32,M,4087,Marié(e),Assistant de Direction,4,6,0,1,3,1,4,Entrepreunariat,Aucun,1
3,3,1,4,2,3,Non,1576,48,F,2367,Marié(e),Assistant de Direction,8,8,0,1,3,15,4,Autre,Occasionnel,7
1,3,4,3,1,3,Non,1577,34,M,2972,Célibataire,Assistant de Direction,1,1,0,0,4,7,4,Transformation Digitale,Occasionnel,0
3,2,4,3,3,4,Non,1578,55,M,19586,Marié(e),Senior Manager,1,36,0,1,3,26,5,Marketing,Occasionnel,2
2,3,4,2,2,3,Non,1580,34,M,5484,Marié(e),Assistant de Direction,9,2,0,1,3,1,4,Infra & Cloud,Occasionnel,2
1,3,4,1,3,4,Non,1581,26,F,2061,Marié(e),Assistant de Direction,1,1,0,0,5,3,3,Infra & Cloud,Occasionnel,0
3,3,2,4,3,3,Non,1582,38,M,9924,Marié(e),Cadre Commercial,0,9,0,1,3,14,3,Infra & Cloud,Occasionnel,7
2,3,2,2,4,3,Non,1583,38,F,4198,Célibataire,Cadre Commercial,2,3,0,0,5,16,3,Infra & Cloud,Occasionnel,1
2,3,3,1,3,3,Non,1585,36,F,6815,Célibataire,Cadre Commercial,6,1,0,0,5,1,4,Infra & Cloud,Occasionnel,0
2,3,1,4,3,3,Oui,1586,29,M,4723,Célibataire,Consultant,1,10,0,0,3,3,1,Transformation Digitale,Occasionnel,1
1,3,3,3,3,3,Oui,1587,35,F,6142,Célibataire,Manager,3,5,0,0,4,10,4,Transformation Digitale,Occasionnel,0
4,4,3,1,3,3,Non,1588,39,M,8237,Marié(e),Cadre Commercial,2,7,0,1,3,6,3,Transformation Digitale,Occasionnel,7
1,3,4,4,4,3,Non,1590,29,M,8853,Divorcé(e),Manager,1,6,0,1,0,2,1,Infra & Cloud,Frequent,1
3,3,3,3,3,3,Oui,1591,50,M,19331,Marié(e),Senior Manager,4,1,0,1,2,9,3,Marketing,Occasionnel,0
4,4,3,4,3,3,Non,1592,23,M,2073,Marié(e),Assistant de Direction,2,2,0,1,2,10,3,Entrepreunariat,Occasionnel,2
1,4,1,4,3,3,Oui,1594,36,M,5562,Marié(e),Consultant,3,3,0,1,3,6,4,Infra & Cloud,Frequent,0
4,2,4,4,3,4,Non,1595,42,M,19613,Célibataire,Senior Manager,8,1,0,0,2,9,2,Autre,Occasionnel,0
2,4,3,4,2,3,Non,1596,35,M,3407,Marié(e),Consultant,1,10,0,2,3,28,3,Infra & Cloud,Occasionnel,6
4,2,3,2,2,3,Non,1597,34,M,5063,Marié(e),Manager,1,8,0,1,3,10,4,Entrepreunariat,Frequent,7
4,3,1,3,3,3,Non,1598,40,F,4639,Marié(e),Cadre Commercial,1,5,0,1,2,14,2,Infra & Cloud,Occasionnel,1
4,4,2,3,3,3,Non,1599,43,M,4876,Divorcé(e),Consultant,5,6,0,1,0,27,3,Entrepreunariat,Occasionnel,0
3,2,4,4,2,3,Non,1601,35,M,2690,Marié(e),Consultant,1,1,0,1,5,7,2,Infra & Cloud,Occasionnel,0
4,4,1,2,1,3,Non,1602,46,M,17567,Célibataire,Senior Manager,1,26,0,0,5,1,4,Infra & Cloud,Occasionnel,0
3,3,2,3,3,3,Oui,1604,28,M,2408,Marié(e),Consultant,1,1,1,3,3,24,3,Transformation Digitale,Occasionnel,0
2,2,3,2,2,3,Oui,1605,22,F,2814,Marié(e),Assistant de Direction,1,4,0,0,2,26,2,Autre,Aucun,1
2,3,3,3,3,3,Oui,1606,50,M,11245,Marié(e),Manager,2,30,0,1,3,20,5,Transformation Digitale,Frequent,12
2,4,4,4,3,3,Non,1607,32,F,3312,Marié(e),Assistant de Direction,3,3,0,2,3,5,4,Autre,Occasionnel,0
2,3,4,4,2,3,Oui,1608,44,F,19049,Divorcé(e),Directeur Technique,0,22,0,1,4,7,3,Transformation Digitale,Occasionnel,1
2,2,2,2,2,3,Non,1609,30,M,2141,Marié(e),Assistant de Direction,1,6,0,1,3,7,3,Transformation Digitale,Occasionnel,1
3,1,1,1,3,3,Oui,1611,45,F,5769,Célibataire,Consultant,1,10,0,0,3,5,5,Transformation Digitale,Occasionnel,1
1,2,1,1,3,3,Non,1612,45,M,4385,Marié(e),Cadre Commercial,1,10,0,1,2,26,3,Marketing,Aucun,4
4,3,1,4,3,3,Non,1613,31,M,5332,Célibataire,Cadre Commercial,7,5,0,0,3,2,4,Autre,Frequent,0
3,3,3,2,3,3,Oui,1614,36,F,4663,Marié(e),Tech Lead,9,3,0,2,2,12,4,Infra & Cloud,Occasionnel,1
3,4,4,1,3,3,Non,1615,34,M,4724,Divorcé(e),Tech Lead,1,9,0,1,3,10,4,Infra & Cloud,Frequent,7
3,3,1,4,2,3,Non,1617,49,F,3211,Marié(e),Consultant,1,9,0,1,3,25,4,Infra & Cloud,Occasionnel,1
2,3,1,4,3,3,Non,1618,39,M,5377,Marié(e),Tech Lead,2,7,0,3,3,10,5,Transformation Digitale,Occasionnel,7
4,2,1,1,3,3,Non,1619,27,M,4066,Divorcé(e),Consultant,1,7,0,2,3,19,3,Autre,Occasionnel,0
2,4,1,4,3,3,Non,1621,35,M,5208,Marié(e),Assistant de Direction,1,16,0,0,2,18,5,Infra & Cloud,Occasionnel,1
2,1,1,2,2,4,Non,1622,28,F,4877,Divorcé(e),Tech Lead,0,5,0,1,5,27,3,Transformation Digitale,Occasionnel,0
3,3,4,3,3,3,Non,1623,21,M,3117,Célibataire,Assistant de Direction,1,2,0,0,2,5,1,Transformation Digitale,Occasionnel,2
2,3,4,3,4,3,Oui,1624,18,F,1569,Célibataire,Représentant Commercial,1,0,1,0,2,3,2,Transformation Digitale,Frequent,0
4,3,3,3,3,3,Non,1625,47,F,19658,Marié(e),Senior Manager,3,5,0,1,2,26,4,Infra & Cloud,Occasionnel,1
3,2,3,4,3,3,Non,1627,39,M,3069,Divorcé(e),Consultant,0,10,0,1,3,3,2,Transformation Digitale,Occasionnel,0
1,2,3,4,3,3,Non,1628,40,F,10435,Marié(e),Tech Lead,1,18,0,2,2,15,3,Infra & Cloud,Occasionnel,14
3,3,3,4,3,3,Non,1630,35,F,4148,Marié(e),Manager,1,14,0,1,5,8,4,Infra & Cloud,Aucun,2
3,3,3,1,2,3,Non,1631,37,M,5768,Marié(e),Tech Lead,3,4,0,3,2,19,3,Infra & Cloud,Occasionnel,0
1,3,3,4,1,3,Non,1633,39,F,5042,Célibataire,Tech Lead,0,9,0,0,2,4,3,Transformation Digitale,Frequent,3
4,2,4,1,3,3,Non,1635,45,F,5770,Divorcé(e),Tech Lead,1,10,0,2,3,2,2,Autre,Occasionnel,3
4,2,3,4,4,3,Oui,1638,38,F,7756,Marié(e),Tech Lead,3,5,0,1,6,2,2,Transformation Digitale,Occasionnel,0
4,2,1,3,3,3,Non,1639,35,M,10306,Marié(e),Cadre Commercial,9,13,1,0,3,10,3,Transformation Digitale,Occasionnel,6
2,3,2,1,1,3,Non,1640,37,F,3936,Marié(e),Assistant de Direction,1,8,0,1,2,10,3,Transformation Digitale,Occasionnel,7
3,3,4,4,2,3,Oui,1641,40,F,7945,Célibataire,Tech Lead,6,4,0,0,2,16,3,Infra & Cloud,Occasionnel,3
1,3,4,3,3,3,Oui,1642,44,M,5743,Marié(e),Ressources Humaines,4,10,0,0,3,1,5,Ressources Humaines,Frequent,0
3,2,4,2,3,4,Non,1644,48,M,15202,Marié(e),Senior Manager,2,2,0,1,3,4,5,Transformation Digitale,Frequent,2
1,1,4,4,2,3,Oui,1645,35,M,5440,Divorcé(e),Cadre Commercial,6,2,1,2,2,15,2,Transformation Digitale,Occasionnel,2
1,3,4,3,3,3,Oui,1646,24,F,3760,Célibataire,Assistant de Direction,1,6,0,0,2,2,1,Entrepreunariat,Frequent,1
2,4,3,1,3,3,Non,1647,27,F,3517,Marié(e),Assistant de Direction,7,3,0,0,0,8,3,Transformation Digitale,Occasionnel,0
4,3,4,3,2,3,Non,1648,27,M,2580,Célibataire,Assistant de Direction,2,4,0,0,0,2,3,Transformation Digitale,Frequent,1
1,3,1,2,1,3,Oui,1649,40,M,2166,Célibataire,Consultant,3,4,1,0,3,7,3,Infra & Cloud,Occasionnel,0
3,2,3,3,3,3,Non,1650,29,M,5869,Célibataire,Cadre Commercial,9,5,0,0,2,10,3,Transformation Digitale,Occasionnel,1
2,3,1,3,3,3,Non,1651,36,F,8008,Marié(e),Manager,4,3,0,2,6,5,4,Infra & Cloud,Occasionnel,0
4,4,3,3,3,3,Non,1653,25,M,5206,Divorcé(e),Tech Lead,1,7,0,2,6,2,1,Infra & Cloud,Frequent,0
4,3,2,3,3,4,Non,1654,39,M,5295,Marié(e),Tech Lead,4,5,0,0,3,12,3,Transformation Digitale,Occasionnel,1
1,3,2,2,3,3,Non,1655,49,F,16413,Marié(e),Directeur Technique,3,4,0,2,2,22,4,Autre,Occasionnel,1
4,2,1,3,3,3,Non,1656,50,F,13269,Divorcé(e),Directeur Technique,5,14,0,3,3,17,5,Infra & Cloud,Occasionnel,1
3,3,3,1,3,3,Non,1657,20,F,2783,Célibataire,Représentant Commercial,1,2,0,0,3,2,3,Transformation Digitale,Occasionnel,2
4,3,2,3,3,3,Non,1658,34,F,5433,Divorcé(e),Assistant de Direction,1,11,0,1,2,3,3,Infra & Cloud,Occasionnel,7
1,3,2,3,3,3,Non,1659,36,M,2013,Célibataire,Consultant,2,4,0,0,4,7,3,Infra & Cloud,Occasionnel,1
3,2,3,2,3,3,Oui,1661,49,F,13966,Marié(e),Manager,2,15,0,1,3,6,1,Infra & Cloud,Occasionnel,2
4,2,3,3,3,3,Non,1662,36,F,4374,Marié(e),Tech Lead,0,3,0,0,6,1,4,Transformation Digitale,Aucun,1
4,4,1,1,3,4,Non,1664,36,M,6842,Divorcé(e),Manager,6,5,0,1,3,3,2,Infra & Cloud,Occasionnel,0
2,3,3,3,3,4,Non,1665,54,F,17426,Marié(e),Senior Manager,3,10,0,1,6,22,5,Transformation Digitale,Occasionnel,4
3,2,3,1,3,4,Non,1666,43,M,17603,Marié(e),Directeur Technique,1,14,0,1,3,15,2,Infra & Cloud,Occasionnel,6
